YEAR,MO,DY,HR,T2M,T2MDEW,T2MWET
2020,4,10,17,10.94,5.05,8.0
2020,4,10,18,8.17,4.75,6.46
2020,4,10,19,6.98,4.25,5.62
2020,4,10,20,5.94,3.62,4.78
2020,4,10,21,5.14,3.1,4.12
2020,4,10,22,4.25,2.48,3.37
2020,4,10,23,3.22,1.85,2.53
2020,4,11,0,2.83,1.67,2.25
2020,4,11,1,2.69,1.62,2.15
2020,4,11,2,2.33,1.56,1.94
2020,4,11,3,1.99,1.52,1.76
2020,4,11,4,1.58,1.42,1.51
2020,4,11,5,1.48,1.37,1.43
2020,4,11,6,4.71,2.69,3.7
2020,4,11,7,7.16,2.87,5.02
2020,4,11,8,8.42,1.63,5.03
2020,4,11,9,9.15,0.83,4.99
2020,4,11,10,10.01,0.23,5.12
2020,4,11,11,10.77,-0.13,5.32
2020,4,11,12,11.23,-0.34,5.45
2020,4,11,13,11.38,-0.48,5.45
2020,4,11,14,11.09,-0.59,5.25
2020,4,11,15,10.38,-0.72,4.83
2020,4,11,16,9.35,-0.67,4.33
2020,4,11,17,7.4,0.68,4.05
2020,4,11,18,4.54,1.24,2.89
2020,4,11,19,3.51,0.78,2.15
2020,4,11,20,2.69,0.26,1.48
2020,4,11,21,1.99,-0.27,0.86
2020,4,11,22,1.43,-0.7,0.36
2020,4,11,23,0.91,-1.08,-0.09
2020,4,12,0,0.41,-1.52,-0.56
2020,4,12,1,0.3,-1.65,-0.67
2020,4,12,2,0.33,-1.7,-0.68
2020,4,12,3,0.4,-1.7,-0.65
2020,4,12,4,0.29,-1.69,-0.7
2020,4,12,5,0.4,-1.6,-0.6
2020,4,12,6,2.66,-0.17,1.24
2020,4,12,7,5.31,0.05,2.69
2020,4,12,8,7.32,-0.7,3.3
2020,4,12,9,8.52,-1.02,3.76
2020,4,12,10,9.64,-1.08,4.28
2020,4,12,11,10.68,-0.86,4.9
2020,4,12,12,11.38,-0.57,5.4
2020,4,12,13,11.55,-0.3,5.62
2020,4,12,14,11.19,0.06,5.63
2020,4,12,15,10.57,0.46,5.51
2020,4,12,16,9.62,0.81,5.21
2020,4,12,17,7.8,2.66,5.23
2020,4,12,18,5.2,2.76,3.98
2020,4,12,19,4.33,2.3,3.32
2020,4,12,20,3.72,1.98,2.85
2020,4,12,21,3.17,1.72,2.44
2020,4,12,22,2.63,1.58,2.11
2020,4,12,23,2.18,1.51,1.84
2020,4,13,0,1.74,1.44,1.59
2020,4,13,1,1.07,1.26,1.16
2020,4,13,2,0.55,1.08,0.82
2020,4,13,3,0.15,0.92,0.54
2020,4,13,4,-0.17,0.79,0.31
2020,4,13,5,-0.13,0.76,0.32
2020,4,13,6,2.71,1.67,2.19
2020,4,13,7,5.37,1.94,3.65
2020,4,13,8,6.71,1.15,3.93
2020,4,13,9,8.02,0.7,4.36
2020,4,13,10,9.23,0.55,4.89
2020,4,13,11,10.17,0.49,5.33
2020,4,13,12,10.83,0.49,5.66
2020,4,13,13,11.12,0.48,5.8
2020,4,13,14,10.94,0.27,5.61
2020,4,13,15,10.23,0.01,5.12
2020,4,13,16,9.19,0.22,4.7
2020,4,13,17,7.59,2.08,4.83
2020,4,13,18,5.26,2.48,3.87
2020,4,13,19,3.73,1.63,2.69
2020,4,13,20,2.32,0.92,1.62
2020,4,13,21,0.95,0.12,0.53
2020,4,13,22,-0.15,-0.73,-0.44
2020,4,13,23,-0.84,-1.27,-1.06
2020,4,14,0,-1.45,-1.78,-1.61
2020,4,14,1,-2.02,-2.27,-2.15
2020,4,14,2,-2.56,-2.74,-2.65
2020,4,14,3,-2.95,-3.15,-3.06
2020,4,14,4,-3.29,-3.56,-3.43
2020,4,14,5,-3.32,-3.83,-3.58
2020,4,14,6,-1.66,-3.31,-2.49
2020,4,14,7,1.7,-2.32,-0.31
2020,4,14,8,6.64,-1.98,2.33
2020,4,14,9,9.12,-1.58,3.77
2020,4,14,10,10.71,-1.31,4.7
2020,4,14,11,12.12,-1.44,5.34
2020,4,14,12,13.15,-1.55,5.8
2020,4,14,13,13.65,-1.56,6.05
2020,4,14,14,13.73,-1.65,6.05
2020,4,14,15,13.37,-1.96,5.7
2020,4,14,16,12.54,-1.97,5.29
2020,4,14,17,10.71,1.69,6.19
2020,4,14,18,7.85,2.01,4.93
2020,4,14,19,6.39,1.06,3.73
2020,4,14,20,5.13,0.53,2.83
2020,4,14,21,3.93,0.37,2.15
2020,4,14,22,2.83,0.31,1.57
2020,4,14,23,1.82,0.33,1.08
2020,4,15,0,1.0,0.55,0.77
2020,4,15,1,0.31,0.65,0.48
2020,4,15,2,-0.17,0.58,0.2
2020,4,15,3,-0.45,0.4,-0.02
2020,4,15,4,-0.67,0.22,-0.23
2020,4,15,5,-0.52,0.13,-0.2
2020,4,15,6,3.15,0.97,2.06
2020,4,15,7,6.71,1.64,4.17
2020,4,15,8,9.6,1.22,5.41
2020,4,15,9,11.2,0.9,6.05
2020,4,15,10,12.48,1.1,6.79
2020,4,15,11,13.52,1.38,7.45
2020,4,15,12,14.29,1.5,7.89
2020,4,15,13,14.77,1.37,8.07
2020,4,15,14,14.91,1.07,7.99
2020,4,15,15,14.73,0.65,7.69
2020,4,15,16,14.04,0.38,7.21
2020,4,15,17,12.44,2.99,7.72
2020,4,15,18,10.55,1.0,5.77
2020,4,15,19,9.23,0.67,4.94
2020,4,15,20,7.46,1.15,4.3
2020,4,15,21,5.84,1.88,3.87
2020,4,15,22,4.6,1.63,3.12
2020,4,15,23,3.75,1.37,2.55
2020,4,16,0,3.19,0.9,2.04
2020,4,16,1,2.94,0.3,1.62
2020,4,16,2,2.8,-0.37,1.22
2020,4,16,3,2.55,-1.02,0.77
2020,4,16,4,2.25,-1.56,0.34
2020,4,16,5,2.33,-1.67,0.33
2020,4,16,6,5.28,0.65,2.97
2020,4,16,7,8.3,0.2,4.25
2020,4,16,8,11.93,-0.98,5.48
2020,4,16,9,13.31,-0.63,6.34
2020,4,16,10,14.43,-0.19,7.12
2020,4,16,11,15.33,0.18,7.76
2020,4,16,12,16.02,0.4,8.21
2020,4,16,13,16.48,0.48,8.48
2020,4,16,14,16.54,0.45,8.5
2020,4,16,15,16.15,0.45,8.3
2020,4,16,16,15.16,0.89,8.03
2020,4,16,17,12.61,5.77,9.19
2020,4,16,18,10.08,4.73,7.41
2020,4,16,19,9.22,4.3,6.76
2020,4,16,20,8.48,4.0,6.24
2020,4,16,21,7.75,3.79,5.77
2020,4,16,22,7.05,3.64,5.34
2020,4,16,23,6.3,3.35,4.83
2020,4,17,0,5.62,3.06,4.34
2020,4,17,1,5.01,2.89,3.95
2020,4,17,2,4.51,2.79,3.65
2020,4,17,3,4.12,2.72,3.42
2020,4,17,4,3.85,2.55,3.19
2020,4,17,5,4.17,2.62,3.4
2020,4,17,6,6.11,3.0,4.55
2020,4,17,7,9.03,2.49,5.76
2020,4,17,8,11.9,1.69,6.8
2020,4,17,9,12.94,1.82,7.38
2020,4,17,10,13.91,1.98,7.94
2020,4,17,11,14.85,2.21,8.53
2020,4,17,12,15.4,2.33,8.87
2020,4,17,13,15.66,2.39,9.02
2020,4,17,14,15.5,2.3,8.9
2020,4,17,15,14.99,2.23,8.61
2020,4,17,16,14.33,2.73,8.53
2020,4,17,17,12.87,6.37,9.62
2020,4,17,18,11.26,5.0,8.13
2020,4,17,19,10.63,4.14,7.38
2020,4,17,20,10.01,3.5,6.75
2020,4,17,21,9.33,3.12,6.23
2020,4,17,22,8.59,2.62,5.61
2020,4,17,23,7.61,2.5,5.05
2020,4,18,0,6.88,2.42,4.65
2020,4,18,1,6.51,2.41,4.46
2020,4,18,2,6.14,2.51,4.33
2020,4,18,3,5.2,2.72,3.96
2020,4,18,4,4.17,3.06,3.62
2020,4,18,5,3.85,3.42,3.64
2020,4,18,6,6.17,4.34,5.26
2020,4,18,7,8.93,4.98,6.95
2020,4,18,8,12.41,3.85,8.13
2020,4,18,9,13.21,3.42,8.31
2020,4,18,10,13.68,3.4,8.55
2020,4,18,11,13.94,3.34,8.64
2020,4,18,12,14.01,3.3,8.66
2020,4,18,13,13.9,3.16,8.53
2020,4,18,14,13.83,3.02,8.42
2020,4,18,15,13.99,3.01,8.5
2020,4,18,16,13.29,3.44,8.37
2020,4,18,17,11.9,6.42,9.16
2020,4,18,18,10.59,4.73,7.65
2020,4,18,19,9.74,4.0,6.87
2020,4,18,20,8.89,3.65,6.27
2020,4,18,21,7.94,3.4,5.67
2020,4,18,22,7.09,3.1,5.1
2020,4,18,23,6.36,2.78,4.57
2020,4,19,0,5.51,2.57,4.04
2020,4,19,1,4.53,2.4,3.47
2020,4,19,2,3.51,2.26,2.88
2020,4,19,3,2.64,2.17,2.4
2020,4,19,4,2.0,2.22,2.11
2020,4,19,5,2.12,2.47,2.3
2020,4,19,6,5.37,3.56,4.47
2020,4,19,7,8.83,4.36,6.59
2020,4,19,8,12.39,3.98,8.19
2020,4,19,9,13.96,4.05,9.0
2020,4,19,10,15.27,3.94,9.61
2020,4,19,11,16.24,3.9,10.07
2020,4,19,12,16.9,3.84,10.37
2020,4,19,13,17.34,3.8,10.57
2020,4,19,14,17.34,3.69,10.52
2020,4,19,15,16.92,3.48,10.2
2020,4,19,16,16.17,3.63,9.9
2020,4,19,17,14.59,6.37,10.48
2020,4,19,18,12.87,4.98,8.92
2020,4,19,19,12.34,3.69,8.01
2020,4,19,20,11.63,3.07,7.35
2020,4,19,21,10.63,2.91,6.77
2020,4,19,22,9.66,2.87,6.26
2020,4,19,23,8.83,3.03,5.93
2020,4,20,0,8.04,3.05,5.55
2020,4,20,1,7.29,3.11,5.2
2020,4,20,2,6.69,3.19,4.94
2020,4,20,3,6.15,3.29,4.72
2020,4,20,4,5.7,3.36,4.53
2020,4,20,5,5.65,3.57,4.62
2020,4,20,6,7.58,4.52,6.05
2020,4,20,7,11.0,5.28,8.14
2020,4,20,8,14.26,5.26,9.76
2020,4,20,9,15.48,5.3,10.39
2020,4,20,10,16.48,5.46,10.97
2020,4,20,11,17.24,5.61,11.43
2020,4,20,12,17.81,5.69,11.76
2020,4,20,13,18.07,5.65,11.86
2020,4,20,14,17.95,5.48,11.72
2020,4,20,15,17.33,5.4,11.37
2020,4,20,16,16.37,5.59,10.98
2020,4,20,17,14.36,7.88,11.12
2020,4,20,18,11.15,7.8,9.48
2020,4,20,19,9.77,7.03,8.4
2020,4,20,20,8.81,6.55,7.68
2020,4,20,21,8.03,6.15,7.09
2020,4,20,22,7.32,5.95,6.64
2020,4,20,23,6.69,5.8,6.25
2020,4,21,0,6.14,5.76,5.95
2020,4,21,1,5.78,5.75,5.76
2020,4,21,2,5.48,5.71,5.59
2020,4,21,3,5.01,5.66,5.33
2020,4,21,4,4.4,5.59,4.99
2020,4,21,5,4.75,5.64,5.19
2020,4,21,6,8.24,6.38,7.31
2020,4,21,7,11.55,6.22,8.88
2020,4,21,8,13.9,5.08,9.49
2020,4,21,9,15.08,4.47,9.77
2020,4,21,10,16.29,4.37,10.33
2020,4,21,11,17.33,4.32,10.83
2020,4,21,12,18.12,4.19,11.16
2020,4,21,13,18.61,4.03,11.32
2020,4,21,14,18.64,3.87,11.25
2020,4,21,15,18.21,3.8,11.01
2020,4,21,16,17.27,3.83,10.55
2020,4,21,17,14.74,7.17,10.95
2020,4,21,18,11.07,6.56,8.81
2020,4,21,19,10.06,6.06,8.06
2020,4,21,20,9.36,5.76,7.56
2020,4,21,21,8.61,5.42,7.01
2020,4,21,22,7.67,4.91,6.3
2020,4,21,23,6.75,4.37,5.56
2020,4,22,0,6.09,4.07,5.08
2020,4,22,1,5.62,4.0,4.81
2020,4,22,2,5.39,4.01,4.69
2020,4,22,3,5.24,4.06,4.65
2020,4,22,4,4.98,4.11,4.55
2020,4,22,5,5.18,4.27,4.73
2020,4,22,6,8.75,5.58,7.16
2020,4,22,7,11.94,6.25,9.09
2020,4,22,8,15.33,5.61,10.47
2020,4,22,9,16.61,5.51,11.06
2020,4,22,10,17.62,5.56,11.58
2020,4,22,11,18.32,5.72,12.02
2020,4,22,12,18.86,5.91,12.38
2020,4,22,13,19.01,5.88,12.44
2020,4,22,14,18.62,5.77,12.19
2020,4,22,15,17.91,5.83,11.87
2020,4,22,16,16.99,6.1,11.55
2020,4,22,17,15.08,8.41,11.75
2020,4,22,18,12.26,8.72,10.49
2020,4,22,19,11.23,8.18,9.7
2020,4,22,20,10.58,7.53,9.05
2020,4,22,21,10.25,6.87,8.56
2020,4,22,22,9.52,6.33,7.92
2020,4,22,23,8.44,6.06,7.25
2020,4,23,0,7.62,5.87,6.75
2020,4,23,1,7.01,5.77,6.39
2020,4,23,2,6.86,5.76,6.31
2020,4,23,3,6.67,5.7,6.19
2020,4,23,4,6.26,5.57,5.92
2020,4,23,5,6.61,5.71,6.16
2020,4,23,6,10.32,7.04,8.68
2020,4,23,7,12.18,7.28,9.73
2020,4,23,8,13.2,6.86,10.03
2020,4,23,9,14.94,6.25,10.6
2020,4,23,10,16.3,6.3,11.3
2020,4,23,11,17.08,6.84,11.96
2020,4,23,12,17.26,7.26,12.26
2020,4,23,13,16.57,7.46,12.01
2020,4,23,14,15.9,7.68,11.8
2020,4,23,15,15.39,7.83,11.61
2020,4,23,16,14.53,8.09,11.31
2020,4,23,17,13.15,8.59,10.87
2020,4,23,18,11.51,8.83,10.18
2020,4,23,19,10.65,8.78,9.72
2020,4,23,20,10.17,8.65,9.4
2020,4,23,21,10.01,8.5,9.26
2020,4,23,22,9.91,8.29,9.1
2020,4,23,23,9.61,8.0,8.8
2020,4,24,0,9.21,7.76,8.48
2020,4,24,1,8.3,7.48,7.89
2020,4,24,2,7.96,7.29,7.62
2020,4,24,3,8.01,7.21,7.62
2020,4,24,4,7.5,7.07,7.28
2020,4,24,5,7.57,7.08,7.33
2020,4,24,6,9.76,7.92,8.83
2020,4,24,7,12.08,8.4,10.23
2020,4,24,8,14.48,7.55,11.02
2020,4,24,9,16.43,5.95,11.19
2020,4,24,10,17.28,5.25,11.26
2020,4,24,11,17.58,5.23,11.4
2020,4,24,12,17.98,5.43,11.7
2020,4,24,13,18.04,5.53,11.79
2020,4,24,14,17.62,5.46,11.55
2020,4,24,15,16.93,5.62,11.27
2020,4,24,16,15.83,6.04,10.93
2020,4,24,17,14.3,6.76,10.53
2020,4,24,18,11.7,7.15,9.43
2020,4,24,19,10.21,7.19,8.7
2020,4,24,20,9.15,6.98,8.06
2020,4,24,21,8.15,6.51,7.33
2020,4,24,22,7.28,6.19,6.74
2020,4,24,23,6.83,6.06,6.44
2020,4,25,0,7.21,6.15,6.69
2020,4,25,1,7.8,6.39,7.09
2020,4,25,2,7.59,6.07,6.83
2020,4,25,3,6.64,4.97,5.8
2020,4,25,4,6.22,4.29,5.25
2020,4,25,5,6.62,4.34,5.48
2020,4,25,6,10.08,5.76,7.92
2020,4,25,7,12.8,5.97,9.39
2020,4,25,8,15.96,4.75,10.35
2020,4,25,9,18.0,4.08,11.05
2020,4,25,10,19.26,4.26,11.76
2020,4,25,11,20.01,4.51,12.26
2020,4,25,12,20.16,4.3,12.23
2020,4,25,13,19.81,4.01,11.91
2020,4,25,14,19.25,4.06,11.65
2020,4,25,15,18.44,4.27,11.36
2020,4,25,16,17.12,4.83,10.98
2020,4,25,17,15.31,5.8,10.55
2020,4,25,18,13.44,6.5,9.97
2020,4,25,19,12.4,6.91,9.65
2020,4,25,20,11.65,7.22,9.44
2020,4,25,21,10.76,7.46,9.11
2020,4,25,22,10.0,7.48,8.74
2020,4,25,23,8.86,7.33,8.09
2020,4,26,0,8.13,7.12,7.62
2020,4,26,1,8.19,7.05,7.62
2020,4,26,2,8.87,7.04,7.95
2020,4,26,3,9.05,7.22,8.13
2020,4,26,4,9.3,7.57,8.44
2020,4,26,5,9.94,7.89,8.91
2020,4,26,6,11.01,8.22,9.61
2020,4,26,7,11.95,8.26,10.11
2020,4,26,8,12.76,7.83,10.3
2020,4,26,9,13.35,7.52,10.44
2020,4,26,10,14.37,7.47,10.92
2020,4,26,11,15.53,7.28,11.4
2020,4,26,12,16.26,7.0,11.63
2020,4,26,13,16.5,6.52,11.51
2020,4,26,14,16.45,5.99,11.23
2020,4,26,15,15.77,5.58,10.67
2020,4,26,16,14.59,5.34,9.97
2020,4,26,17,12.73,5.48,9.11
2020,4,26,18,9.93,5.42,7.67
2020,4,26,19,8.21,5.01,6.61
2020,4,26,20,6.94,4.69,5.81
2020,4,26,21,5.92,4.33,5.13
2020,4,26,22,5.08,3.98,4.52
2020,4,26,23,4.35,3.73,4.04
2020,4,27,0,3.72,3.48,3.6
2020,4,27,1,3.07,3.2,3.13
2020,4,27,2,2.38,2.91,2.65
2020,4,27,3,1.81,2.64,2.23
2020,4,27,4,1.4,2.38,1.89
2020,4,27,5,2.22,2.45,2.33
2020,4,27,6,5.66,2.74,4.2
2020,4,27,7,7.71,1.81,4.76
2020,4,27,8,9.44,1.34,5.4
2020,4,27,9,11.26,1.4,6.33
2020,4,27,10,12.85,1.64,7.25
2020,4,27,11,14.05,1.97,8.01
2020,4,27,12,14.82,2.2,8.51
2020,4,27,13,15.07,2.15,8.61
2020,4,27,14,14.81,2.04,8.43
2020,4,27,15,14.19,1.93,8.06
2020,4,27,16,13.26,1.98,7.62
2020,4,27,17,11.61,2.85,7.23
2020,4,27,18,8.48,4.34,6.4
2020,4,27,19,7.03,3.9,5.47
2020,4,27,20,6.26,3.54,4.9
2020,4,27,21,5.59,3.18,4.39
2020,4,27,22,4.98,2.89,3.93
2020,4,27,23,4.24,2.49,3.37
2020,4,28,0,3.79,2.3,3.05
2020,4,28,1,3.21,1.94,2.57
2020,4,28,2,3.07,1.89,2.48
2020,4,28,3,2.91,1.76,2.33
2020,4,28,4,2.94,1.65,2.3
2020,4,28,5,3.45,2.01,2.73
2020,4,28,6,6.14,2.61,4.37
2020,4,28,7,9.22,2.51,5.87
2020,4,28,8,10.82,1.91,6.37
2020,4,28,9,11.86,1.79,6.82
2020,4,28,10,12.66,1.77,7.22
2020,4,28,11,13.55,1.81,7.68
2020,4,28,12,14.1,1.76,7.93
2020,4,28,13,13.55,1.64,7.59
2020,4,28,14,12.81,1.73,7.26
2020,4,28,15,12.6,1.8,7.2
2020,4,28,16,12.02,1.93,6.98
2020,4,28,17,10.69,3.31,7.0
2020,4,28,18,7.91,4.72,6.32
2020,4,28,19,6.83,4.53,5.69
2020,4,28,20,6.23,4.43,5.33
2020,4,28,21,5.7,4.26,4.98
2020,4,28,22,5.31,4.14,4.73
2020,4,28,23,5.01,3.98,4.49
2020,4,29,0,4.93,3.83,4.38
2020,4,29,1,4.93,3.74,4.33
2020,4,29,2,4.81,3.64,4.23
2020,4,29,3,4.79,3.58,4.18
2020,4,29,4,4.83,3.49,4.15
2020,4,29,5,5.0,3.55,4.28
2020,4,29,6,6.72,4.37,5.54
2020,4,29,7,9.12,4.89,7.01
2020,4,29,8,11.38,5.14,8.26
2020,4,29,9,12.45,5.08,8.76
2020,4,29,10,13.28,4.88,9.08
2020,4,29,11,12.9,4.44,8.66
2020,4,29,12,12.77,4.56,8.66
2020,4,29,13,12.19,4.84,8.51
2020,4,29,14,11.71,5.16,8.44
2020,4,29,15,11.04,5.46,8.25
2020,4,29,16,10.31,5.83,8.08
2020,4,29,17,9.35,6.54,7.94
2020,4,29,18,7.87,6.76,7.31
2020,4,29,19,6.99,6.3,6.65
2020,4,29,20,6.84,6.24,6.55
2020,4,29,21,6.58,6.08,6.33
2020,4,29,22,5.98,5.76,5.87
2020,4,29,23,5.58,5.63,5.61
2020,4,30,0,5.36,5.64,5.5
2020,4,30,1,5.0,5.6,5.3
2020,4,30,2,4.79,5.56,5.17
2020,4,30,3,4.96,5.51,5.23
2020,4,30,4,5.15,5.4,5.27
2020,4,30,5,5.55,5.33,5.44
2020,4,30,6,6.25,5.64,5.94
2020,4,30,7,8.2,5.95,7.08
2020,4,30,8,11.18,5.73,8.45
2020,4,30,9,13.05,5.29,9.17
2020,4,30,10,14.02,5.15,9.58
2020,4,30,11,14.55,5.12,9.83
2020,4,30,12,14.94,5.1,10.02
2020,4,30,13,15.18,4.8,9.99
2020,4,30,14,15.21,4.25,9.73
2020,4,30,15,14.84,3.7,9.27
2020,4,30,16,14.01,3.41,8.71
2020,4,30,17,12.3,4.98,8.64
2020,4,30,18,8.91,5.44,7.18
2020,4,30,19,7.53,4.47,6.0
2020,4,30,20,6.76,3.89,5.33
2020,4,30,21,6.11,3.45,4.78
2020,4,30,22,5.6,3.24,4.42
2020,4,30,23,5.03,3.01,4.01
2020,5,1,0,4.29,2.75,3.51
2020,5,1,1,3.71,2.73,3.22
2020,5,1,2,3.5,2.77,3.14
2020,5,1,3,3.53,2.81,3.17
2020,5,1,4,3.51,2.79,3.15
2020,5,1,5,4.19,3.2,3.69
2020,5,1,6,7.05,3.9,5.48
2020,5,1,7,10.51,4.39,7.45
2020,5,1,8,13.43,4.2,8.81
2020,5,1,9,15.08,4.25,9.66
2020,5,1,10,16.33,4.29,10.31
2020,5,1,11,17.23,4.28,10.76
2020,5,1,12,17.9,4.33,11.12
2020,5,1,13,18.22,4.26,11.24
2020,5,1,14,18.03,4.09,11.06
2020,5,1,15,17.21,3.99,10.6
2020,5,1,16,16.19,4.54,10.37
2020,5,1,17,14.48,7.35,10.92
2020,5,1,18,11.05,7.02,9.03
2020,5,1,19,9.57,6.01,7.79
2020,5,1,20,8.83,5.56,7.19
2020,5,1,21,7.92,4.88,6.4
2020,5,1,22,7.11,4.17,5.64
2020,5,1,23,6.55,3.51,5.03
2020,5,2,0,6.23,2.98,4.6
2020,5,2,1,5.83,2.68,4.26
2020,5,2,2,5.36,2.53,3.94
2020,5,2,3,5.08,2.47,3.77
2020,5,2,4,5.12,2.44,3.78
2020,5,2,5,5.78,2.89,4.33
2020,5,2,6,8.51,4.26,6.39
2020,5,2,7,11.13,4.78,7.96
2020,5,2,8,14.82,3.59,9.21
2020,5,2,9,15.85,4.42,10.13
2020,5,2,10,15.95,5.03,10.49
2020,5,2,11,16.12,5.72,10.92
2020,5,2,12,16.29,6.06,11.17
2020,5,2,13,16.28,6.08,11.18
2020,5,2,14,15.98,6.27,11.12
2020,5,2,15,15.53,6.36,10.94
2020,5,2,16,14.81,6.6,10.71
2020,5,2,17,13.33,7.4,10.37
2020,5,2,18,10.65,7.76,9.21
2020,5,2,19,9.27,7.33,8.3
2020,5,2,20,8.61,6.94,7.77
2020,5,2,21,8.02,6.44,7.23
2020,5,2,22,7.43,5.83,6.62
2020,5,2,23,6.76,5.01,5.89
2020,5,3,0,6.08,4.16,5.12
2020,5,3,1,5.36,3.3,4.33
2020,5,3,2,4.74,2.58,3.66
2020,5,3,3,4.83,2.52,3.68
2020,5,3,4,4.91,2.59,3.75
2020,5,3,5,5.59,3.34,4.47
2020,5,3,6,8.08,3.93,6.01
2020,5,3,7,10.84,3.46,7.15
2020,5,3,8,13.27,2.52,7.9
2020,5,3,9,14.23,2.29,8.26
2020,5,3,10,14.9,2.45,8.68
2020,5,3,11,15.3,2.62,8.96
2020,5,3,12,15.51,2.68,9.09
2020,5,3,13,15.67,2.73,9.2
2020,5,3,14,15.55,2.7,9.13
2020,5,3,15,15.31,2.6,8.96
2020,5,3,16,14.81,2.65,8.73
2020,5,3,17,13.44,3.34,8.39
2020,5,3,18,10.08,4.29,7.19
2020,5,3,19,8.3,3.83,6.07
2020,5,3,20,7.44,3.46,5.45
2020,5,3,21,6.72,3.13,4.92
2020,5,3,22,5.89,2.72,4.3
2020,5,3,23,5.15,2.33,3.73
2020,5,4,0,4.58,1.97,3.27
2020,5,4,1,4.14,1.62,2.88
2020,5,4,2,3.77,1.3,2.53
2020,5,4,3,3.47,0.97,2.22
2020,5,4,4,3.24,0.67,1.95
2020,5,4,5,4.55,1.65,3.1
2020,5,4,6,9.3,2.87,6.08
2020,5,4,7,12.58,2.71,7.65
2020,5,4,8,15.3,1.78,8.55
2020,5,4,9,17.12,1.03,9.08
2020,5,4,10,18.55,0.76,9.65
2020,5,4,11,19.62,1.03,10.32
2020,5,4,12,20.36,1.98,11.17
2020,5,4,13,20.77,3.33,12.05
2020,5,4,14,20.5,4.48,12.48
2020,5,4,15,19.26,5.12,12.19
2020,5,4,16,18.15,5.44,11.8
2020,5,4,17,16.37,7.02,11.69
2020,5,4,18,12.6,7.05,9.83
2020,5,4,19,11.12,6.21,8.66
2020,5,4,20,10.27,5.74,8.01
2020,5,4,21,9.52,5.33,7.42
2020,5,4,22,8.98,4.86,6.91
2020,5,4,23,8.91,4.33,6.62
2020,5,5,0,9.1,3.73,6.41
2020,5,5,1,8.75,3.33,6.04
2020,5,5,2,8.05,3.1,5.58
2020,5,5,3,7.18,2.76,4.97
2020,5,5,4,6.99,3.08,5.04
2020,5,5,5,8.06,4.29,6.17
2020,5,5,6,10.16,5.72,7.94
2020,5,5,7,11.9,4.76,8.33
2020,5,5,8,13.6,4.69,9.15
2020,5,5,9,15.19,4.76,9.98
2020,5,5,10,15.62,4.92,10.27
2020,5,5,11,16.36,5.3,10.83
2020,5,5,12,17.98,5.9,11.94
2020,5,5,13,18.9,6.51,12.71
2020,5,5,14,18.96,6.85,12.9
2020,5,5,15,18.83,7.07,12.95
2020,5,5,16,18.14,7.31,12.73
2020,5,5,17,16.28,8.68,12.48
2020,5,5,18,13.01,8.47,10.74
2020,5,5,19,11.61,7.8,9.7
2020,5,5,20,10.79,7.43,9.11
2020,5,5,21,10.12,7.05,8.58
2020,5,5,22,9.55,6.67,8.11
2020,5,5,23,9.0,6.26,7.63
2020,5,6,0,8.49,5.88,7.19
2020,5,6,1,8.06,5.61,6.83
2020,5,6,2,7.76,5.4,6.58
2020,5,6,3,7.59,5.21,6.4
2020,5,6,4,7.51,4.95,6.23
2020,5,6,5,8.83,5.45,7.14
2020,5,6,6,12.9,6.35,9.63
2020,5,6,7,15.22,7.85,11.54
2020,5,6,8,14.71,9.98,12.34
2020,5,6,9,15.98,10.65,13.31
2020,5,6,10,18.23,9.99,14.11
2020,5,6,11,19.07,8.55,13.81
2020,5,6,12,18.95,7.69,13.32
2020,5,6,13,18.73,7.19,12.96
2020,5,6,14,18.26,6.45,12.35
2020,5,6,15,17.26,5.19,11.22
2020,5,6,16,15.6,4.05,9.83
2020,5,6,17,13.19,3.17,8.19
2020,5,6,18,10.51,2.78,6.65
2020,5,6,19,8.83,2.73,5.78
2020,5,6,20,7.76,2.71,5.23
2020,5,6,21,6.8,2.88,4.84
2020,5,6,22,6.12,3.19,4.65
2020,5,6,23,5.6,3.48,4.54
2020,5,7,0,5.14,3.55,4.35
2020,5,7,1,4.87,3.4,4.14
2020,5,7,2,4.65,3.19,3.92
2020,5,7,3,4.44,2.94,3.69
2020,5,7,4,4.34,2.69,3.51
2020,5,7,5,4.98,2.65,3.81
2020,5,7,6,6.92,2.89,4.9
2020,5,7,7,8.85,2.75,5.8
2020,5,7,8,10.44,2.78,6.62
2020,5,7,9,12.01,3.22,7.61
2020,5,7,10,13.51,3.43,8.47
2020,5,7,11,14.86,3.47,9.16
2020,5,7,12,15.73,3.37,9.55
2020,5,7,13,16.12,3.29,9.71
2020,5,7,14,16.15,3.04,9.6
2020,5,7,15,15.62,2.85,9.23
2020,5,7,16,14.47,2.8,8.63
2020,5,7,17,12.78,2.84,7.81
2020,5,7,18,9.88,3.28,6.58
2020,5,7,19,7.73,3.47,5.6
2020,5,7,20,6.5,3.33,4.92
2020,5,7,21,5.48,3.07,4.27
2020,5,7,22,4.65,2.74,3.69
2020,5,7,23,3.89,2.44,3.16
2020,5,8,0,3.25,2.22,2.73
2020,5,8,1,2.8,2.09,2.44
2020,5,8,2,2.4,2.01,2.2
2020,5,8,3,2.03,1.94,1.99
2020,5,8,4,1.7,1.91,1.81
2020,5,8,5,3.4,2.39,2.9
